pokemon_uid,pokemon_id,cp,trainer_name,num_upgrades,move_1,move_2,height,weight,stamina,stamina_max,cp_multiplier,additional_cp_multiplier,iv_defense,iv_stamina,iv_attack,last_seen,form,costume
16678578045425608550,123,1419,LTSiqu3ira,0,200,100,1.35622,55.2681,100,100,0.339972,0,0,8,10,"2018-02-01 19:23:41",NULL,NULL
16687672455019171723,99,1502,FLSKATER,0,228,20,1.46579,81.8496,100,100,0.407509,0,11,14,12,"2018-01-27 05:20:40",NULL,NULL
16689824298025972098,149,3521,AmandaLowen,40,253,277,2.09711,194.974,138,138,0.353373,0,15,14,11,"2018-02-18 13:23:18",0,0
16690455506027809619,134,3071,niltonsilva2,24,230,107,0.91185,22.5447,414,414,0.756257,0,14,14,10,"2018-02-08 00:51:16",0,0
16696188987191929923,242,1929,IzaSpin0,0,234,86,1.19376,32.541,554,554,0.530492,0,10,13,10,"2018-02-16 18:43:18",0,0
16697826009420156748,80,2089,07MCosta,0,235,105,1.98774,129.55,180,180,0.467728,0,14,4,8,"2018-01-29 03:50:57",NULL,NULL
16702493535123430701,143,2037,AngelicaOKMY,15,234,31,1.89876,399.598,302,302,0.459635,0,14,9,15,"2018-02-18 08:29:08",0,0
16711019911117329724,143,3338,Marcelofagon,40,234,268,1.98875,294.784,236,236,0.353487,0,15,15,14,"2018-02-17 20:31:34",0,0
16711188044269170989,40,1179,Rodynely,5,238,86,0.8545,8.03504,208,208,0.356307,0,13,12,11,"2018-02-08 05:40:17",0,0
16711244463314407566,354,1325,Jessabraham,0,264,78,1.30844,18.5628,168,168,0.627495,0,12,7,8,"2018-02-15 23:14:32",0,0
16714278202460673958,130,2772,Diegopel,17,283,277,5.88141,214.812,132,132,0.328421,0,13,11,13,"2018-01-27 10:16:17",NULL,NULL
16721048354221141665,143,2195,Gigi47H,1,212,268,2.21952,500.101,366,366,0.558844,0,4,9,1,"2018-02-12 18:19:08",0,0
16721405791959030322,127,803,Guilherminvs,10,201,245,1.76272,71.5587,62,62,0.235457,0,3,2,14,"2018-02-02 15:05:39",NULL,NULL
16736699337121393135,143,3188,niltonsilva2,36,212,14,1.88794,492.209,232,232,0.348453,0,10,15,13,"2018-02-18 13:23:18",0,0
16743194748987886854,257,2010,Beterraba2000,0,269,256,1.78116,36.1969,134,134,0.385161,0,12,15,15,"2018-02-02 00:56:20",NULL,NULL
16750239721183536229,248,2027,Potatoemankind,0,202,32,2.19511,252.263,156,156,0.372152,0,12,10,11,"2018-02-14 13:17:15",0,0
16753013151802672007,254,2237,LeoFrancoP,0,200,31,1.63875,48.3813,124,124,0.4079,0,12,13,13,"2018-02-14 19:26:54",0,0
16760645057050821287,130,2754,FelicityVamp,5,253,279,6.90401,251.667,182,182,0.448631,0,3,15,15,"2018-02-13 02:52:45",0,0
16769702546968063674,217,1176,LoboTilt02,0,228,88,1.73817,114.666,168,168,0.435877,0,8,14,4,"2018-02-09 03:59:39",0,0
16770349138816256111,134,2068,EduMaXPrO,0,230,107,0.89633,24.7878,214,214,0.403133,0,11,6,11,"2018-02-16 23:20:42",0,0
16774567868546772623,130,3156,KhalDrig,36,253,107,5.24105,137.137,242,242,0.598059,0,13,13,15,"2018-02-06 01:49:23",0,0
16776776945646437904,112,2629,MVasconcelos7,26,233,31,1.74933,100.775,206,206,0.459677,0,15,15,14,"2018-02-02 13:53:13",NULL,NULL
16784967429565352194,149,3042,Daewrols,22,253,277,2.41894,197.598,166,166,0.425912,0,14,13,10,"2018-01-31 19:52:31",NULL,NULL
16785332272428346345,3,2253,Wellington7487,0,214,90,1.86101,67.8556,112,112,0.340691,0,7,7,12,"2018-02-14 19:23:33",0,0
16793840039749392618,217,685,TiagoSalvatte,0,228,245,1.5722,114.036,148,148,0.389755,0,12,12,12,"2018-01-27 03:42:19",NULL,NULL
16794689636007752107,134,1552,jotavioprietsch,0,230,105,1.10492,36.1736,202,202,0.371236,0,4,14,12,"2018-02-18 13:23:18",0,0
16804030799405196744,26,1649,erickm321,0,250,77,0.919507,40.0647,186,186,0.6896,0,9,15,15,"2018-01-27 19:19:13",NULL,NULL
16809169581184036777,217,1585,DosAnjosNicolas,1,243,245,1.77915,114.74,136,136,0.349966,0,14,15,11,"2018-02-09 17:13:55",0,0
16809645890045072860,333,231,Thecelt1,0,211,45,0.482956,1.66568,54,54,0.290311,0,7,4,3,"2018-02-12 01:17:59",0,0
16813783232659321717,217,2315,profvanessas,0,228,14,1.90192,153.826,142,142,0.384544,0,10,5,12,"2018-02-16 04:29:16",0,0
16814014348424497008,103,2184,ErryJota,0,271,108,1.78643,85.6007,228,228,0.58094,0,13,7,14,"2018-02-14 19:03:19",0,0
16814913965520997705,295,1787,TiagoLorenzi,0,263,103,1.36946,79.9742,214,214,0.483356,0,11,15,8,"2018-02-01 18:42:45",NULL,NULL
16815639861977538191,143,2388,CascudoMM,0,234,31,2.03997,466.178,266,266,0.418568,0,13,0,12,"2018-01-27 15:54:10",NULL,NULL
16819597136916006085,158,12,crisortzz,0,230,57,0.789281,16.8455,20,20,0.0527584,0,9,11,5,"2018-02-07 23:06:07",0,0
16833050397756109401,143,2415,DulbiaBrum,2,212,268,2.22614,535.263,304,304,0.460331,0,10,12,12,"2018-01-27 18:36:26",NULL,NULL
16841640731240096902,136,2325,duschiller,4,209,103,0.743405,17.4879,86,86,0.321668,0,14,6,15,"2018-02-13 02:51:31",0,0
16843899896676689461,214,1358,Nerohodo,0,261,22,1.29839,38.8944,126,126,0.371528,0,10,12,8,"2018-02-16 17:14:14",0,0
16845114008566356287,214,2371,BadFeyre,0,261,31,1.755,80.3902,170,170,0.507894,0,13,9,14,"2018-02-16 17:32:38",0,0
16846747865342397341,161,100,894526,0,219,26,0.812014,6.76373,44,44,0.301897,0,6,4,12,"2018-01-31 14:04:28",NULL,NULL
16847427579194928185,134,2498,SirBoregon,0,230,107,0.948807,27.7036,172,172,0.326009,0,9,6,12,"2018-02-16 20:42:09",0,0
16849071864334174674,315,797,MelissaRosa31,0,224,86,0.271368,1.47165,72,72,0.339987,0,12,7,15,"2018-02-13 23:01:33",0,0
16861770447465546576,113,870,13MCosta,0,234,108,1.13219,39.5903,652,652,0.639114,0,4,11,7,"2018-02-15 19:37:42",0,0
16862630274986612462,143,2107,AndreiBubolz,0,234,14,2.22065,605.279,218,218,0.330945,0,5,10,4,"2018-02-17 18:42:05",0,0
16866494594932053040,78,1689,RodrigoLealDias,1,207,103,1.72786,118.644,114,114,0.41437,0,12,8,12,"2018-02-14 11:13:34",0,0
16869593155577809688,149,3043,EmersonResult,22,239,14,2.39295,277.377,186,186,0.475227,0,10,14,12,"2018-01-28 07:36:54",NULL,NULL
16880144008798487895,143,827,RosieneM,0,212,268,2.08303,437.32,128,128,0.195503,0,6,9,14,"2018-01-30 12:29:10",NULL,NULL
16884462424561016798,149,2939,JuniorAraujoL,0,239,83,1.85086,170.137,274,274,0.70816,0,0,12,15,"2018-02-15 17:23:07",0,0
16885352369825304495,42,1068,Felicitty,1,210,70,1.69159,56.6258,136,136,0.415345,0,14,15,15,"2018-02-01 10:25:55",NULL,NULL
16898548947770819204,91,1384,CrisVet67,0,218,254,1.48094,129.111,86,86,0.390622,0,13,12,14,"2018-02-11 21:39:49",0,0
16904015407680883023,336,681,MelissaRosa31,0,224,50,2.50178,48.0494,100,100,0.314238,0,12,15,7,"2018-02-16 22:59:15",0,0
16906974054053652273,82,1566,07vini11,10,249,252,1.10555,78.4639,140,140,0.637795,0,14,11,15,"2018-01-28 03:04:42",NULL,NULL
16912905243855227344,139,1514,Potatoemankind,0,216,62,0.799548,30.6959,156,156,0.504649,0,11,15,14,"2018-02-13 23:46:21",0,0
16914847655022260529,289,4127,Benideos,0,287,88,1.96156,140.415,190,190,0.34049,0,12,8,14,"2018-02-18 12:39:32",0,0
16924600349952867957,289,4029,CascudoMM,0,287,31,1.5997,71.813,268,268,0.473472,0,8,11,13,"2018-01-28 20:51:17",NULL,NULL
16925981289119271930,135,2272,Naglau,19,205,79,0.727212,15.9109,92,92,0.324338,0,14,12,15,"2018-02-10 12:41:00",0,0
16930877884084956310,217,1803,CacaGo5,0,228,14,1.28344,71.9378,158,158,0.416605,0,12,11,8,"2018-02-13 02:09:27",0,0
16952630204732282025,134,2301,japanego24,11,230,58,0.996675,27.0213,308,308,0.57977,0,7,6,15,"2018-01-31 14:15:32",NULL,NULL
16955450089048865545,136,1797,pedrobrf09,2,269,270,1.05254,33.9046,168,168,0.589055,0,9,13,5,"2018-01-29 22:50:12",NULL,NULL
16968144039309250309,149,2887,Rodrigoeidt,6,253,14,1.93617,144.394,188,188,0.479128,0,5,15,14,"2018-01-30 20:54:42",NULL,NULL
16975192486308279907,297,875,MrDarth78,0,243,245,2.42458,363.778,236,236,0.391296,0,8,14,4,"2018-02-10 18:19:23",0,0
16985803537753794175,134,2958,SerenaKaiou,26,230,58,1.08605,25.4741,188,188,0.343302,0,15,14,14,"2018-02-07 10:02:30",0,0
16995233752641372636,302,913,AntonellaLowen,0,213,66,0.455019,7.91377,90,90,0.442113,0,9,3,1,"2018-02-07 04:28:24",0,0
17003732494215783779,130,2931,DiiiegoO1391,35,253,279,6.11339,190.579,160,160,0.402912,0,10,9,14,"2018-02-16 23:03:34",0,0
17006925593610641860,103,1986,anahpel,7,235,108,1.93021,90.2387,220,220,0.560158,0,10,7,7,"2018-02-10 18:57:20",0,0
17015711697406698191,335,1865,AntonellaLowen,0,200,245,1.4229,41.4424,118,118,0.378423,0,5,11,15,"2018-02-11 13:03:37",0,0
17019518103603161354,4,10,IEmanuelTL,0,209,24,0.652329,11.5981,20,20,0.049651,0,10,10,10,"2018-01-31 20:26:43",NULL,NULL
17019815256292133330,134,2634,paafonso,2,230,107,1.06853,33.1869,376,376,0.686034,0,10,15,12,"2018-02-03 23:25:01",NULL,NULL
17029065691686800399,134,2352,CacaGo5,0,230,107,0.916971,29.1921,260,260,0.480493,0,5,11,7,"2018-02-06 13:51:00",0,0
17031495830399358737,76,2343,ereidur,0,233,259,1.5368,316.657,110,110,0.32733,0,14,9,5,"2018-02-07 07:03:24",0,0
17039089819216397676,168,1138,Richard7447,0,260,89,1.14433,35.5693,128,128,0.417071,0,9,14,8,"2018-01-29 18:57:50",NULL,NULL
17044959523465289515,334,1453,TiagoLorenzi,0,211,82,1.24135,28.9911,136,136,0.443134,0,9,5,7,"2018-02-15 12:00:36",0,0
17053721974120584205,214,2645,Dilanzao,2,243,31,1.61825,64.3233,234,234,0.702018,0,14,8,13,"2018-02-03 23:21:50",NULL,NULL
17055222379639970792,26,1713,FranVolcan,0,250,251,0.872763,34.1211,122,122,0.455878,0,12,15,14,"2018-01-29 15:45:53",NULL,NULL
17066706095281482522,136,2484,Beterraba2000,21,269,24,0.970269,29.7787,182,182,0.63202,0,12,15,14,"2018-02-05 16:53:04",0,0
17073764648120984073,248,3428,Uriellon,32,266,279,2.14572,204.081,144,144,0.34325,0,14,12,15,"2018-02-17 15:24:17",0,0
17074068518177025387,112,2842,FranVolcan,24,233,22,1.9039,142.311,166,166,0.371978,0,13,14,10,"2018-01-31 04:52:50",NULL,NULL
17080851412428930371,311,393,endrigoo324,0,206,35,0.427108,4.68652,60,60,0.250686,0,13,0,11,"2018-02-14 19:30:19",0,0
17082356925186157315,85,1423,FLSKATER,0,239,45,2.11707,128.889,104,104,0.412647,0,14,8,15,"2018-02-17 22:28:57",0,0
17083515233032964596,348,2288,Giovane6,0,200,89,1.45045,45.8265,132,132,0.411337,0,15,12,9,"2018-02-12 01:33:12",0,0
17088626482362769760,46,433,Charmilh0,0,220,100,0.290242,5.79794,88,88,0.586807,0,15,5,4,"2018-02-17 15:32:28",0,0
17093777837653182957,248,3232,LucasM92,26,202,279,2.45819,282.674,212,212,0.496085,0,12,15,11,"2018-02-17 15:44:50",0,0
17093819700812898219,217,2127,Charmilh0,0,243,14,2.154,190.867,174,174,0.453346,0,12,12,10,"2018-01-30 16:21:08",NULL,NULL
17096279681182340605,257,2211,Giovane6,0,243,247,2.00003,54.3441,236,236,0.676426,0,15,15,10,"2018-02-03 23:20:41",NULL,NULL
17104627248133062667,45,1074,LoboTilt02,0,225,87,1.21416,17.9207,122,122,0.38492,0,12,11,5,"2018-02-11 09:45:35",0,0
17115363540726210476,242,2397,MrsCarrion37,0,222,86,1.15996,30.9812,318,318,0.310299,0,6,5,14,"2018-02-16 15:52:26",0,0
17117707270697342632,131,2305,arielandrei,26,218,39,3.06549,328.86,240,240,0.439471,0,13,15,13,"2018-02-17 22:50:43",0,0
17126480125562423238,336,1700,AmandaLowen,0,266,13,2.18384,31.6268,226,226,0.711199,0,5,14,13,"2018-01-28 05:35:42",NULL,NULL
17129696343640968624,143,2787,yurivegano,9,212,31,2.49554,675.642,210,210,0.328451,0,7,2,15,"2018-02-10 15:28:54",0,0
17132256210131245729,134,2765,Naglau,0,230,105,1.03378,37.371,184,184,0.340545,0,9,12,7,"2018-02-15 11:33:48",0,0
17135342531903191981,196,2746,SerenaKaiou,30,235,275,0.998298,29.8992,144,144,0.497297,0,15,15,11,"2018-02-08 03:04:13",0,0
17138323941379851738,143,3117,KhalDrig,32,234,14,1.85925,358.548,416,416,0.622303,0,11,15,14,"2018-02-16 23:16:26",0,0
17139441153423866498,214,2621,WellNeitzke,0,261,22,1.61189,57.057,114,114,0.340464,0,12,8,12,"2018-02-11 12:37:35",0,0
17143700902462729820,370,63,Charmilh0,0,230,57,0.663209,10.5189,40,40,0.240653,0,13,0,5,"2018-02-14 22:07:12",0,0
17147065198597406158,365,1590,JpKazix,0,283,105,1.26077,120.063,154,154,0.332506,0,14,12,11,"2018-02-08 12:24:38",0,0
17153724952883073978,112,3029,AmandaLowen,35,241,32,2.18849,172.765,328,328,0.731039,0,15,15,7,"2018-02-17 13:26:19",0,0
17164790788977557157,185,1221,MrsCarrion37,0,227,31,1.22677,42.0692,190,190,0.636788,0,4,10,4,"2018-01-29 07:34:51",NULL,NULL
17167450870078233649,162,1020,Ramonzitors,0,219,14,1.54301,30.2748,190,190,0.532033,0,12,9,8,"2018-01-28 16:35:27",NULL,NULL
17175581035455234962,248,3022,Lelecudismo,13,202,32,1.89139,161.18,152,152,0.357625,0,4,13,10,"2018-02-09 13:49:52",0,0
17183728371945928416,214,2586,MisinhoAguiar,0,261,245,1.53687,61.9566,112,112,0.337833,0,8,8,15,"2018-02-18 13:56:50",0,0
17201050087274455531,130,3133,FranVolcan,20,253,277,5.49774,167.995,140,140,0.345879,0,14,15,15,"2018-02-18 13:31:50",0,0
17201697587000116096,351,101,AntonellaLowen,0,221,122,0.328934,0.90035,36,36,0.128474,0,6,2,13,"2018-02-10 15:30:05",29,0
17203148621402728927,196,2496,phgo8,2,234,275,0.893599,33.2908,182,182,0.641895,0,7,13,14,"2018-02-08 17:06:29",0,0
17205578296580637863,134,2754,Daewrols,48,230,107,1.10525,3.49209,294,294,0.543383,0,13,12,14,"2018-02-13 18:04:17",0,0
17207035786191320897,217,2204,VaiPraDeus,0,228,245,1.64381,103.155,120,120,0.327288,0,12,4,7,"2018-02-01 14:51:59",NULL,NULL
17209205381819425509,113,843,jussiefrolich,0,234,108,1.17534,41.6606,394,394,0.392055,0,5,5,8,"2018-02-10 05:11:10",0,0
17214507558984774354,169,1791,Pafuncinho,0,255,70,2.00022,80.0812,150,150,0.418491,0,12,10,7,"2018-01-28 16:13:27",NULL,NULL
17215291554849341681,112,2800,Eduguerreiro91,0,241,284,1.73017,80.346,150,150,0.335281,0,9,14,5,"2018-02-01 12:13:06",NULL,NULL
17216603741234518030,289,4181,TomateLeRTHX,0,287,14,1.73273,113.304,286,286,0.500204,0,13,14,14,"2018-02-10 19:38:18",0,0
17216980289276341858,143,2396,Rkwienke,0,212,31,2.27506,493.779,254,254,0.379326,0,15,15,15,"2018-01-29 05:03:48",NULL,NULL
17219360024298986676,335,1333,Bilafirefighter,0,200,26,1.28741,49.0511,198,198,0.636513,0,2,10,0,"2018-01-28 14:18:28",NULL,NULL
17237497206590925896,217,2065,Fpepa,0,243,245,1.53507,91.3949,154,154,0.414424,0,5,8,11,"2018-01-27 14:53:15",NULL,NULL
17239511636505867692,48,144,LurentoPel,0,235,50,0.942518,32.2751,66,66,0.251813,0,10,13,15,"2018-02-09 09:18:15",0,0
17243342020199945638,134,2183,RodrigoLealDias,36,230,58,0.66644,7.20758,192,192,0.363053,0,9,6,15,"2018-02-14 03:24:19",0,0
17248559950190206155,214,2416,MCaselatto,0,243,22,1.73345,79.0332,154,154,0.458412,0,14,10,5,"2018-02-06 07:30:58",0,0
17253974208830261571,127,2515,Giovane6,28,200,245,1.45482,54.4717,154,154,0.533167,0,12,15,15,"2018-01-31 20:12:28",NULL,NULL
17255643777012679725,19,52,PicaDeBugiu,0,221,131,0.251408,2.81486,28,28,0.196554,0,10,13,2,"2018-02-10 10:25:38",0,0
17270347563187161929,134,2345,gabigugui2,17,230,105,0.879684,18.9702,224,224,0.423243,0,14,6,7,"2018-02-16 15:20:14",0,0
17271698631475453877,123,1948,VaiPraDeus,0,255,100,1.49353,50.1641,96,96,0.321853,0,9,11,11,"2018-01-31 20:10:31",NULL,NULL
17272491950917179057,192,1634,Giovane6,0,215,90,0.87513,9.84028,102,102,0.327277,0,4,8,12,"2018-01-28 19:06:00",NULL,NULL
17273782511816042730,143,3345,jessikamessa,40,234,14,2.03146,486.106,314,314,0.473921,0,15,13,15,"2018-02-17 22:49:42",0,0
17273886999155330542,107,1336,ptkila,5,229,115,1.32462,57.1089,68,68,0.301161,0,13,15,14,"2018-02-05 21:09:35",0,0
17275105582201279370,103,2705,niltonsilva2,15,235,116,1.84688,62.7982,192,192,0.475597,0,15,13,14,"2018-02-13 11:21:17",0,0
17276310906303117714,134,2795,KingsStark,9,230,107,1.05439,36.505,216,216,0.39581,0,11,15,12,"2018-01-30 12:31:20",NULL,NULL
17278673496737476437,185,1488,erickm321,0,227,64,1.27673,49.0538,148,148,0.533346,0,4,0,4,"2018-01-29 02:33:55",NULL,NULL
17294048094144016315,130,2549,niltonsilva2,7,202,279,5.49435,199.929,188,188,0.466812,0,14,13,14,"2018-02-15 13:57:52",0,0
17296567869323978111,214,1110,Fernandahvm,0,261,31,1.34352,44.5052,112,112,0.331703,0,3,10,12,"2018-02-03 23:31:12",NULL,NULL
17305785607150636544,315,808,cruslion,0,215,86,0.266697,1.72987,78,78,0.339933,0,8,15,13,"2018-02-06 04:55:50",0,0
17313117269676630199,5,812,SorRobson87,0,209,115,1.17518,19.3599,78,78,0.315097,0,10,10,14,"2018-02-13 23:31:03",0,0
17315204544181203536,3,468,tavicou,0,215,47,2.46294,153.575,70,70,0.213436,0,8,4,11,"2018-01-29 14:20:44",NULL,NULL
17324883351905272349,168,468,yMik3ly12,0,260,22,1.2119,42.7471,122,122,0.419952,0,11,7,6,"2018-02-03 23:34:57",NULL,NULL
17324895769014749763,214,1960,AnaFlag,2,243,245,1.55316,57.725,138,138,0.410064,0,5,10,8,"2018-01-28 17:37:42",NULL,NULL
17328255581376694952,8,740,otavio362,0,202,107,1.10762,28.0552,124,124,0.476005,0,15,13,13,"2018-02-08 18:26:43",0,0
17336851847590284379,103,1830,CacaGo5,0,234,59,1.99295,126.393,216,216,0.540349,0,9,10,11,"2018-02-11 22:33:02",0,0
17338646179362468235,365,2244,Lelecudismo,0,283,40,1.58218,178.378,240,240,0.519104,0,4,13,7,"2018-02-02 20:20:48",NULL,NULL
17342478376712788892,242,2484,jairso1234,15,234,108,1.66498,70.6407,404,404,0.386958,0,14,13,13,"2018-02-17 13:43:17",0,0
17343704055193936561,127,1820,Viimartineez,11,200,100,1.58245,56.4569,102,102,0.357455,0,10,13,4,"2018-02-15 03:37:46",0,0
17347401129589029657,149,3505,Eyfilho,28,253,277,2.06268,161.996,208,208,0.530065,0,12,15,11,"2018-02-07 15:54:10",0,0
17348798868636804609,135,2230,Nautoric,20,205,79,0.828204,6.46898,200,200,0.710335,0,15,11,15,"2018-02-08 18:17:38",0,0
17370987624412509995,143,2058,mikenordy,0,234,14,2.45776,717.933,188,188,0.286621,0,5,9,8,"2018-02-15 09:57:12",0,0
17371604974435784016,157,2243,niltonsilva2,0,209,103,1.47123,56.1416,230,230,0.70121,0,15,9,13,"2018-01-28 03:57:42",NULL,NULL
17372332215391597182,334,1458,ChefBergueson,0,211,86,1.11344,25.1204,112,112,0.35653,0,15,9,14,"2018-02-13 13:26:11",0,0
17375782870609313063,134,2799,LucasOSD,10,230,107,1.06802,30.1366,274,274,0.500224,0,11,15,14,"2018-01-29 22:02:12",NULL,NULL
17377532974091869717,103,2452,FranVolcan,0,274,59,1.99983,144.131,134,134,0.327026,0,14,15,11,"2018-02-14 09:33:12",0,0
17378363929314243950,113,953,EBManke,0,234,108,1.23949,44.3114,664,664,0.648396,0,13,13,6,"2018-02-08 17:38:38",0,0
17378731436900165373,185,1029,miguelzim0097,0,243,31,1.0934,31.7423,110,110,0.363252,0,15,14,10,"2018-02-08 00:45:52",0,0
17380772540991726949,254,2093,AmandaLowen,0,200,117,1.81128,66.7789,162,162,0.532064,0,14,14,11,"2018-01-27 05:40:03",NULL,NULL
17384247772874802481,242,2797,Daewrols,6,234,86,1.28385,28.8354,632,632,0.605954,0,15,12,15,"2018-02-16 04:32:09",0,0
17394569541708302428,34,1680,CauaAvila14,0,266,91,1.00687,38.2627,132,132,0.375155,0,11,14,15,"2018-02-18 13:29:30",0,0
17395104862432894646,69,804,Bilafirefighter,0,214,118,0.70162,4.80345,110,110,0.489317,0,9,14,13,"2018-02-02 16:28:12",NULL,NULL
17401354170984710475,112,2658,Mateus2602,7,241,32,1.91861,129.788,138,138,0.32456,0,7,5,14,"2018-02-08 10:57:37",0,0
17406762035621770887,157,1894,Diegobx28,0,213,103,1.54347,52.0528,100,100,0.304668,0,15,9,7,"2018-01-31 20:10:31",NULL,NULL
17414787144420768138,113,339,GuiAltenburg,0,222,14,0.847554,21.404,336,336,0.328001,0,15,13,8,"2018-01-27 11:50:21",NULL,NULL
17420093845554108078,103,2299,biruta1,0,271,108,1.88455,118.79,270,270,0.664521,0,10,14,7,"2018-02-08 16:39:08",0,0
17421160269268279439,112,1844,MestreCarolS,0,241,31,2.14924,145.176,146,146,0.3324,0,10,12,14,"2018-02-05 23:02:38",0,0
17421590026148044545,112,2740,lucasgalho,0,241,284,1.98763,117.712,194,194,0.441151,0,5,11,15,"2018-01-31 15:43:46",NULL,NULL
17428739035482855364,134,3043,Rkwienke,36,230,107,1.0723,36.2529,354,354,0.644443,0,12,15,15,"2018-02-09 19:31:36",0,0
17429410007021790744,214,2351,AmandaLowen,0,261,245,1.4559,51.5054,134,134,0.387397,0,6,15,12,"2018-02-18 13:53:17",0,0
17431013145345541684,248,2051,LESS4NDR0,0,266,279,2.19667,259.264,182,182,0.42858,0,13,14,11,"2018-01-29 11:06:15",NULL,NULL
17436832825329423102,103,2058,JpKazix,0,271,116,1.89738,102.02,140,140,0.351514,0,15,10,15,"2018-02-07 22:31:00",0,0
17445332189726378722,312,238,AntonellaLowen,0,219,125,0.393734,4.48457,48,48,0.198391,0,11,5,8,"2018-02-10 02:14:22",0,0
17461491181637828396,242,2797,FranVolcan,23,234,86,1.43449,50.8016,412,412,0.39515,0,14,13,14,"2018-02-14 08:48:48",0,0
17462628948047075153,320,743,xVicooo,0,231,268,1.94257,122.856,240,240,0.456502,0,6,4,13,"2018-02-07 04:00:22",0,0
17464677329844243695,315,1202,thamessscamargo,0,215,86,0.258267,1.66001,116,116,0.518539,0,10,13,8,"2018-02-06 01:25:07",0,0
17470174895221671084,133,633,AntonellaLowen,0,221,26,0.360637,10.0204,150,150,0.656535,0,8,5,4,"2018-01-27 05:40:03",NULL,NULL
17474119160903783321,149,3249,MakanoLoko,27,253,277,2.31055,226.359,144,144,0.367145,0,15,15,15,"2018-02-06 22:54:00",0,0
17474617256723523237,134,1893,Bryanjph,0,230,107,0.902638,20.8357,218,218,0.410544,0,14,6,9,"2018-02-17 01:57:26",0,0
17475616508116549567,295,1950,Rodynely,4,202,279,1.70226,116.023,302,302,0.679593,0,11,15,15,"2018-01-27 17:45:36",NULL,NULL
17475631298585845720,143,2595,13MCosta,0,234,14,2.00799,401.101,446,446,0.667986,0,12,14,10,"2018-02-13 23:52:56",0,0
17478940739636515101,143,2600,KhalDrig,0,212,31,1.9044,273.401,210,210,0.321674,0,0,9,11,"2018-02-16 04:27:12",0,0
17482702037417381050,135,2084,AntonellaLowen,0,250,79,0.674766,17.3645,88,88,0.321799,0,3,8,8,"2018-02-15 08:53:54",0,0
17501759064492220964,131,1425,VaiPraDeus,0,218,40,2.92936,283.089,166,166,0.306836,0,10,11,11,"2018-02-17 17:16:51",0,0
17501869438338484577,25,372,Fafazudo,0,205,284,0.411722,6.50064,60,60,0.377406,0,3,10,15,"2018-01-27 19:19:13",NULL,NULL
17502319242430382815,134,2879,JuniorAraujoL,46,230,107,0.896149,24.0523,184,184,0.337994,0,14,15,15,"2018-02-15 15:37:44",0,0
17503946913966060148,311,995,SirCarrion37,0,219,125,0.499028,5.74635,88,88,0.338116,0,4,13,12,"2018-01-30 14:36:47",NULL,NULL
17505306170810103041,127,2326,FranVolcan,17,201,100,1.63981,66.8988,130,130,0.45108,0,15,15,14,"2018-02-05 21:39:53",0,0
17520201854120830238,214,2379,13MCosta,0,243,31,1.80822,80.9057,144,144,0.417625,0,7,14,15,"2018-02-11 03:37:18",0,0
17520226796430391718,76,2437,GuilhermeCon7,6,227,31,1.31855,266.903,112,112,0.332496,0,9,10,8,"2018-02-07 11:29:27",0,0
17522480291632161209,68,2168,Trinkain3,0,243,246,1.9393,141.428,124,124,0.328295,0,9,11,15,"2018-02-14 04:12:17",0,0
17523672820715420787,214,1864,SorRobson87,5,243,31,1.39783,52.3005,102,102,0.306279,0,14,9,6,"2018-02-15 14:54:02",0,0
17524559300941307125,40,1693,matteusaum,31,222,86,1.00737,11.9567,378,378,0.649494,0,15,12,15,"2018-01-31 21:26:11",NULL,NULL
17526084036813980180,214,2520,niltonsilva2,0,261,245,1.53532,46.0498,114,114,0.332584,0,5,14,14,"2018-02-09 06:05:14",0,0
17530782822226923914,143,2526,AntonellaLowen,0,212,268,2.07256,551.526,206,206,0.310336,0,9,12,14,"2018-02-12 10:38:20",0,0
17532386770472854957,3,2212,GuilhermeCon7,4,215,116,2.26276,114.147,180,180,0.518594,0,12,15,14,"2018-02-16 00:04:03",0,0
17533595772803457871,103,2452,Eduardocs2,0,274,116,1.96998,104.134,156,156,0.385031,0,7,15,12,"2018-02-11 03:35:57",0,0
17541174691500828183,298,158,jessikamessa,0,231,39,0.242336,2.80342,134,134,0.590347,0,11,14,10,"2018-01-27 19:19:13",NULL,NULL
17543514468271319879,214,2520,SrUill,0,261,31,1.64959,70.2892,248,248,0.72492,0,12,12,15,"2018-02-15 15:23:07",0,0
17545150791138635747,142,1647,Trigueer,6,202,74,2.24563,96.3712,108,108,0.317661,0,10,12,11,"2018-02-08 15:12:12",0,0
17545632072009856244,267,1094,Lelecudismo,0,261,121,0.989397,26.4929,110,110,0.433595,0,0,9,13,"2018-02-10 22:54:10",0,0
17545737070632585062,134,1423,XoleianaX,0,230,107,0.966258,23.0643,176,176,0.325481,0,11,13,15,"2018-02-09 11:27:01",0,0
17547337070328207810,76,2363,Trinkain3,0,227,31,1.50785,330.184,110,110,0.321837,0,12,14,12,"2018-02-18 12:42:01",0,0
17548695416062363080,248,3008,CrisRoveda,18,202,32,2.02404,224.429,136,136,0.321799,0,15,12,14,"2018-02-13 14:24:14",0,0
17553596504045546778,130,2821,LeoFrancoP,21,202,277,7.60629,337.002,148,148,0.361787,0,11,15,12,"2018-02-16 15:54:41",0,0
